ensembl_gene_id,CTRL-1,CTRL-2,CTRL-3,27HC-1,27HC-2,27HC-3
ENSG00000233139,0,0,0,0,0,0
ENSG00000233143,1,0,3,1,8,3
ENSG00000233144,0,0,4,1,2,2
ENSG00000233145,0,0,0,0,0,0
ENSG00000233146,0,0,4,0,0,0
ENSG00000233148,0,0,0,0,0,0
ENSG00000233153,0,0,0,0,0,0
ENSG00000233154,5,0,0,7,0,4
ENSG00000233155,0,0,0,0,3,0
ENSG00000233156,0,0,0,0,0,0
ENSG00000233157,0,0,0,0,0,0
ENSG00000233158,0,0,0,0,0,0
ENSG00000233159,0,0,0,0,0,0
ENSG00000233162,0,0,0,0,0,0
ENSG00000233163,0,0,0,0,0,0
ENSG00000233167,0,0,0,0,0,0
ENSG00000233170,8,10,5,0,2,1
ENSG00000233173,0,0,0,0,0,0
ENSG00000233175,7,10,1,2,24,10
ENSG00000233176,0,0,0,0,0,0
ENSG00000233178,0,2,1,5,9,17
ENSG00000233179,0,0,0,0,0,0
ENSG00000233183,7,3,16,3,3,0
ENSG00000233184,107,106,72,70,91,71
ENSG00000233186,1,0,4,0,0,0
ENSG00000233189,0,0,0,0,2,0
ENSG00000233190,0,0,0,0,0,0
ENSG00000233191,0,1,4,3,2,12
ENSG00000233193,0,0,0,0,0,0
ENSG00000233196,0,0,0,0,0,0
ENSG00000233197,0,0,0,0,0,0
ENSG00000233198,0,12,38,14,16,29
ENSG00000233200,0,0,0,0,1,0
ENSG00000233203,0,0,2,0,0,0
ENSG00000233204,0,0,0,0,0,0
ENSG00000233205,2,0,3,0,0,0
ENSG00000233206,0,0,0,0,0,0
ENSG00000233208,0,0,0,0,0,0
ENSG00000233211,0,0,0,0,0,0
ENSG00000233213,0,0,0,0,0,0
ENSG00000233214,0,0,0,0,0,0
ENSG00000233215,0,0,0,0,0,0
ENSG00000233216,0,0,0,0,0,0
ENSG00000233217,1,1,0,0,0,0
ENSG00000233219,0,0,0,0,0,0
ENSG00000233220,0,0,0,5,4,1
ENSG00000233221,0,0,0,0,0,0
ENSG00000233222,0,0,0,0,0,0
ENSG00000233223,114,129,212,26,39,35
ENSG00000233225,5,8,14,19,19,20
ENSG00000233228,0,0,0,0,0,0
ENSG00000233229,0,0,0,1,1,4
ENSG00000233230,8,15,15,7,4,6
ENSG00000233231,1,1,7,11,27,14
ENSG00000233232,3,1,5,9,4,5
ENSG00000233234,0,0,0,0,0,0
ENSG00000233235,0,0,0,1,0,0
ENSG00000233236,0,0,0,0,0,0
ENSG00000233237,0,0,0,0,1,0
ENSG00000233238,0,0,0,0,0,0
ENSG00000233242,0,0,0,0,0,0
ENSG00000233243,0,0,0,0,0,0
ENSG00000233246,3,3,0,0,0,0
ENSG00000233247,1,1,2,2,1,1
ENSG00000233248,0,0,0,0,0,0
ENSG00000233250,0,0,0,0,0,0
ENSG00000233251,0,0,0,0,3,0
ENSG00000233252,0,0,0,0,0,0
ENSG00000233254,4,0,1,0,1,2
ENSG00000233256,0,0,0,0,0,0
ENSG00000233258,0,0,0,0,0,0
ENSG00000233259,0,0,0,0,0,0
ENSG00000233260,0,0,0,0,0,0
ENSG00000233261,0,0,0,0,0,0
ENSG00000233262,0,0,0,0,0,0
ENSG00000233263,0,0,0,0,0,0
ENSG00000233264,33,78,74,50,53,52
ENSG00000233266,16,12,0,7,5,18
ENSG00000233268,0,0,6,0,4,1
ENSG00000233270,39,20,37,26,20,18
ENSG00000233271,0,0,0,0,0,0
ENSG00000233272,0,0,0,0,0,0
ENSG00000233273,0,0,0,0,0,0
ENSG00000233275,0,0,0,0,0,0
ENSG00000233276,95,112,223,74,131,77
ENSG00000233277,0,1,0,0,0,0
ENSG00000233278,1,0,0,0,0,0
ENSG00000233285,0,0,0,0,0,0
ENSG00000233286,0,2,0,0,0,0
ENSG00000233287,0,0,0,0,0,0
ENSG00000233288,0,0,0,0,0,0
ENSG00000233290,1,0,0,1,4,0
ENSG00000233291,0,0,0,0,0,0
ENSG00000233292,0,0,0,0,0,0
ENSG00000233293,2,0,0,0,1,3
ENSG00000233295,0,0,0,0,0,0
ENSG00000233296,9,5,1,9,2,12
ENSG00000233297,63,103,95,34,69,60
ENSG00000233299,0,0,0,0,0,0
ENSG00000233300,0,0,0,0,0,0
ENSG00000233301,0,0,0,0,0,0
ENSG00000233303,0,0,0,0,0,0
ENSG00000233304,0,0,0,0,0,0
ENSG00000233306,8,51,11,30,25,16
ENSG00000233307,0,0,0,0,0,0
ENSG00000233308,0,0,0,0,0,0
ENSG00000233309,0,0,0,0,0,0
ENSG00000233311,0,0,0,0,0,0
ENSG00000233313,0,0,0,0,0,0
ENSG00000233316,0,0,0,0,0,0
ENSG00000233318,0,0,0,0,0,0
ENSG00000233319,1,0,0,0,0,0
ENSG00000233321,5,0,0,0,0,0
ENSG00000233324,0,0,0,0,0,0
ENSG00000233325,0,0,0,3,1,7
ENSG00000233327,0,0,0,0,0,0
ENSG00000233328,60,58,177,76,87,83
ENSG00000233329,0,0,0,0,0,0
ENSG00000233330,0,1,0,0,2,7
ENSG00000233332,0,8,0,1,0,0
ENSG00000233333,0,0,0,0,0,0
ENSG00000233334,0,0,0,0,2,3
ENSG00000233335,0,0,0,0,0,0
ENSG00000233336,0,0,0,0,0,0
ENSG00000233337,10,14,4,4,4,5
ENSG00000233338,0,0,0,0,0,0
ENSG00000233339,0,0,0,0,5,0
ENSG00000233340,0,0,0,0,0,0
ENSG00000233342,0,0,0,0,0,0
ENSG00000233343,0,0,0,0,3,0
ENSG00000233347,1,4,0,2,2,0
ENSG00000233349,0,0,0,0,0,0
ENSG00000233351,0,3,0,1,0,0
ENSG00000233352,0,0,0,0,0,0
ENSG00000233353,0,0,0,0,0,0
ENSG00000233354,0,0,0,0,0,0
ENSG00000233355,909,1344,670,1593,1982,1919
ENSG00000233357,0,0,2,0,0,0
ENSG00000233358,0,0,0,0,0,0
ENSG00000233359,0,0,0,0,0,0
ENSG00000233360,9,7,11,14,23,31
ENSG00000233363,0,0,0,0,0,0
ENSG00000233365,0,0,0,0,0,0
ENSG00000233366,0,0,0,0,0,0
ENSG00000233367,0,0,4,0,1,0
ENSG00000233369,193,314,307,494,503,464
ENSG00000233370,0,0,0,0,0,0
ENSG00000233372,0,0,0,0,0,0
ENSG00000233376,0,0,0,0,0,0
ENSG00000233377,0,0,0,0,0,0
ENSG00000233378,0,0,0,0,0,0
ENSG00000233379,0,0,0,0,0,0
ENSG00000233380,0,0,2,0,0,0
ENSG00000233381,2,3,1,0,0,2
ENSG00000233382,16,17,14,9,16,14
ENSG00000233383,1,3,0,0,0,0
ENSG00000233384,0,2,0,0,2,0
ENSG00000233385,0,0,0,0,0,0
ENSG00000233387,1,0,7,0,0,0
ENSG00000233388,0,2,0,0,3,0
ENSG00000233392,0,0,0,0,0,0
ENSG00000233393,0,0,0,2,0,0
ENSG00000233395,0,0,0,2,0,0
ENSG00000233396,0,2,0,0,2,0
ENSG00000233397,0,0,4,0,0,0
ENSG00000233399,0,0,0,0,0,0
ENSG00000233401,0,0,0,0,1,0
ENSG00000233402,0,0,0,0,0,0
ENSG00000233403,0,0,0,0,0,0
ENSG00000233405,0,2,0,0,0,0
ENSG00000233406,9,4,8,3,3,3
ENSG00000233407,0,0,0,0,0,0
ENSG00000233408,0,0,0,0,0,0
ENSG00000233409,0,0,0,0,0,0
ENSG00000233410,1,3,1,1,0,0
ENSG00000233411,0,4,0,0,0,0
ENSG00000233412,0,0,0,0,0,0
ENSG00000233415,0,0,0,0,0,0
ENSG00000233416,0,0,2,0,0,0
ENSG00000233417,0,0,0,0,0,0
ENSG00000233419,0,0,0,0,0,0
ENSG00000233420,0,0,0,0,2,0
ENSG00000233421,0,0,0,0,0,0
ENSG00000233423,0,0,0,0,0,0
ENSG00000233424,0,0,0,0,0,0
ENSG00000233425,0,0,0,0,0,0
ENSG00000233426,56,32,28,28,25,60
ENSG00000233427,0,0,0,0,0,0
ENSG00000233428,0,0,0,0,0,0
ENSG00000233429,2,1,0,6,3,3
ENSG00000233430,0,0,0,0,0,0
ENSG00000233431,0,0,0,0,0,0
ENSG00000233432,0,0,0,1,0,4
ENSG00000233433,0,0,0,0,0,0
ENSG00000233435,0,12,0,1,7,4
ENSG00000233436,1,3,6,3,5,7
ENSG00000233437,0,0,0,0,0,0
ENSG00000233440,0,0,0,0,0,0
ENSG00000233441,0,0,0,0,0,0
ENSG00000233442,0,0,0,0,0,0
ENSG00000233444,0,0,0,0,0,0
ENSG00000233445,0,0,0,0,0,0
ENSG00000233446,0,0,0,0,0,0
ENSG00000233447,0,0,0,0,0,0
ENSG00000233448,0,0,0,0,0,0
ENSG00000233449,0,0,0,0,0,0
ENSG00000233451,0,0,0,1,0,0
ENSG00000233452,48,72,74,33,43,39
ENSG00000233454,0,0,0,0,0,0
ENSG00000233455,0,0,0,0,0,0
ENSG00000233456,0,0,0,0,0,2
ENSG00000233457,0,0,0,0,0,2
ENSG00000233459,0,0,0,0,0,0
ENSG00000233460,0,0,0,0,0,0
ENSG00000233461,13,10,17,27,19,3
ENSG00000233464,0,0,5,0,0,0
ENSG00000233467,0,0,0,1,0,0
ENSG00000233469,1,3,0,2,0,0
ENSG00000233470,0,0,0,0,0,0
ENSG00000233471,0,0,0,0,0,0
ENSG00000233472,0,0,0,0,0,0
ENSG00000233473,0,0,0,0,0,0
ENSG00000233476,280,306,504,234,233,209
ENSG00000233477,0,0,0,0,0,0
ENSG00000233478,4,7,12,13,10,10
ENSG00000233479,0,0,0,0,0,0
ENSG00000233480,0,0,0,0,0,0
ENSG00000233482,0,0,0,0,0,0
ENSG00000233483,5,7,18,10,5,2
ENSG00000233484,0,0,0,0,0,0
ENSG00000233485,0,0,0,5,0,0
ENSG00000233487,0,0,0,0,0,0
ENSG00000233489,0,0,0,0,0,0
ENSG00000233491,0,0,0,0,0,0
ENSG00000233492,0,0,0,0,0,0
ENSG00000233493,997,696,1360,326,464,480
ENSG00000233494,0,0,0,0,0,2
ENSG00000233496,0,4,0,2,0,0
ENSG00000233497,0,1,0,0,0,0
ENSG00000233499,0,0,0,0,0,0
ENSG00000233502,0,3,0,0,0,0
ENSG00000233503,0,0,0,0,0,0
ENSG00000233508,0,0,0,0,0,0
ENSG00000233509,4,0,0,0,3,1
ENSG00000233511,0,0,0,0,0,0
ENSG00000233514,7,4,15,7,3,6
ENSG00000233515,0,0,0,0,0,0
ENSG00000233516,0,0,0,0,0,0
ENSG00000233517,0,0,0,0,0,0
ENSG00000233518,0,0,0,0,0,0
ENSG00000233519,0,0,0,0,0,0
ENSG00000233521,0,0,0,0,0,0
ENSG00000233522,0,0,0,0,0,0
ENSG00000233523,0,0,0,0,0,0
ENSG00000233524,0,0,0,0,0,0
ENSG00000233526,0,0,0,0,0,0
ENSG00000233527,60,90,59,43,89,59
ENSG00000233528,0,0,0,0,0,0
ENSG00000233529,0,0,1,0,0,0
ENSG00000233531,0,0,0,0,0,0
ENSG00000233532,0,0,0,0,4,0
ENSG00000233533,0,0,0,0,0,0
ENSG00000233534,22,10,4,4,9,14
ENSG00000233535,0,0,0,0,0,0
ENSG00000233536,0,0,0,0,0,0
ENSG00000233537,0,0,0,0,0,0
ENSG00000233538,39,11,13,2,41,10
ENSG00000233539,0,0,0,0,0,0
ENSG00000233540,0,4,0,0,0,0
ENSG00000233541,0,0,0,0,0,0
ENSG00000233542,0,0,0,0,0,0
ENSG00000233543,0,0,0,0,1,0
ENSG00000233544,0,0,0,0,0,0
ENSG00000233545,0,0,0,0,0,0
ENSG00000233546,0,0,0,0,0,0
ENSG00000233547,0,0,0,0,0,0
ENSG00000233548,0,0,0,0,0,0
ENSG00000233549,0,0,0,0,0,0
ENSG00000233550,0,0,0,0,0,0
ENSG00000233551,0,0,0,0,0,0
ENSG00000233553,0,0,0,0,0,0
ENSG00000233554,4,4,12,4,9,2
ENSG00000233555,0,0,0,0,0,0
ENSG00000233557,0,0,0,0,0,0
ENSG00000233558,0,0,0,0,0,0
ENSG00000233559,4,0,0,5,7,0
ENSG00000233560,0,1,1,9,9,20
ENSG00000233562,0,0,0,0,0,0
ENSG00000233563,0,0,0,0,0,0
ENSG00000233565,0,0,0,0,0,0
ENSG00000233569,0,0,0,0,0,0
ENSG00000233570,0,0,0,1,0,0
ENSG00000233571,0,0,0,0,0,0
ENSG00000233574,0,0,0,0,0,0
ENSG00000233575,0,0,0,0,0,0
ENSG00000233576,0,0,0,0,0,0
ENSG00000233577,0,0,0,0,0,0
ENSG00000233578,0,5,2,15,5,11
ENSG00000233579,0,0,0,0,0,1
ENSG00000233581,0,0,0,0,0,0
ENSG00000233583,0,0,0,0,1,0
ENSG00000233585,13,11,29,9,2,6
ENSG00000233586,0,2,0,0,0,0
ENSG00000233587,0,0,0,0,0,0
ENSG00000233588,0,3,3,1,0,0
ENSG00000233589,0,2,0,4,4,6
ENSG00000233590,0,0,0,0,0,0
ENSG00000233593,1,0,0,1,1,0
ENSG00000233594,1,0,1,1,1,0
ENSG00000233595,0,0,0,0,0,0
ENSG00000233597,9,8,4,8,9,12
ENSG00000233601,0,0,0,0,0,0
ENSG00000233602,0,0,0,0,0,0
ENSG00000233603,0,0,0,0,3,0
ENSG00000233605,0,0,0,0,0,0
ENSG00000233606,0,0,0,0,0,0
ENSG00000233607,0,0,0,0,0,0
ENSG00000233608,0,0,0,0,0,0
ENSG00000233609,172,183,204,173,213,223
ENSG00000233610,1,0,0,0,0,1
ENSG00000233611,0,0,0,1,0,0
ENSG00000233613,0,7,2,5,15,8
ENSG00000233614,0,0,0,0,0,0
ENSG00000233615,0,0,0,0,0,0
ENSG00000233616,0,0,0,0,0,0
ENSG00000233619,0,0,0,0,0,0
ENSG00000233620,0,0,0,0,0,0
ENSG00000233621,65,68,88,29,37,62
ENSG00000233622,8,10,8,5,14,21
ENSG00000233623,0,0,3,2,2,0
ENSG00000233625,0,0,2,0,0,0
ENSG00000233626,0,1,0,3,0,2
ENSG00000233627,0,0,0,0,0,0
ENSG00000233632,0,0,0,0,0,0
ENSG00000233633,0,0,0,0,0,0
ENSG00000233634,0,0,0,0,0,0
ENSG00000233635,0,0,0,0,0,0
ENSG00000233639,0,0,0,1,0,0
ENSG00000233640,0,0,0,0,0,0
ENSG00000233642,0,0,0,0,0,0
ENSG00000233643,0,0,0,0,0,0
ENSG00000233644,0,0,0,0,0,0
ENSG00000233645,0,0,0,0,0,0
ENSG00000233646,0,0,0,0,0,0
ENSG00000233647,0,0,0,4,7,1
ENSG00000233648,0,0,0,0,0,0
ENSG00000233651,0,0,0,0,0,0
ENSG00000233652,0,0,0,0,0,0
ENSG00000233653,0,0,0,0,0,1
ENSG00000233654,10,31,53,28,36,18
ENSG00000233655,0,0,0,0,0,0
ENSG00000233656,0,0,0,0,0,0
ENSG00000233659,0,0,0,0,0,0
ENSG00000233661,0,0,0,0,3,0
ENSG00000233662,0,0,0,0,0,0
ENSG00000233663,0,0,0,0,0,0
ENSG00000233664,0,0,0,0,0,0
ENSG00000233665,0,0,0,0,0,0
ENSG00000233668,9,4,8,2,0,2
ENSG00000233670,0,0,0,0,0,0
ENSG00000233671,0,0,2,0,0,0
ENSG00000233672,58,72,32,30,35,31
ENSG00000233673,1,8,0,6,26,16
ENSG00000233674,0,0,0,0,0,0
ENSG00000233676,0,0,0,0,0,0
ENSG00000233677,0,0,0,0,0,0
ENSG00000233680,0,0,0,0,0,0
ENSG00000233681,0,0,0,0,0,0
ENSG00000233682,0,0,0,0,0,0
ENSG00000233683,0,0,0,0,0,0
ENSG00000233684,0,0,0,0,0,0
ENSG00000233685,0,0,0,0,0,0
ENSG00000233686,0,0,0,0,0,0
ENSG00000233688,0,0,0,0,0,0
ENSG00000233689,0,0,0,0,0,0
ENSG00000233690,4,0,0,8,4,0
ENSG00000233691,0,0,0,0,0,0
ENSG00000233693,0,0,0,0,0,0
ENSG00000233694,0,4,2,0,4,0
ENSG00000233695,46,126,116,94,212,159
ENSG00000233699,0,0,0,0,0,0
ENSG00000233701,0,0,0,0,0,0
ENSG00000233702,0,0,0,0,0,0
ENSG00000233703,0,0,0,0,0,0
ENSG00000233705,186,174,77,289,352,280
ENSG00000233706,0,0,0,0,0,0
ENSG00000233707,0,0,0,0,4,3
ENSG00000233708,1,0,4,0,0,0
ENSG00000233709,0,0,0,0,0,0
ENSG00000233710,0,0,0,0,0,0
ENSG00000233711,0,0,0,0,0,0
ENSG00000233712,0,0,0,0,0,0
ENSG00000233713,0,0,0,0,0,0
ENSG00000233714,0,0,0,0,0,0
ENSG00000233716,0,0,0,2,2,0
ENSG00000233717,0,0,0,0,0,0
ENSG00000233718,0,0,0,0,0,0
ENSG00000233719,0,0,7,0,2,0
ENSG00000233720,0,0,0,0,0,0
ENSG00000233721,0,0,0,0,0,0
ENSG00000233723,0,0,0,0,0,0
ENSG00000233724,0,0,0,0,0,0
ENSG00000233725,0,0,0,0,0,0
ENSG00000233727,0,0,0,0,0,0
ENSG00000233728,0,0,0,0,0,0
ENSG00000233729,0,0,0,0,0,0
ENSG00000233730,4,0,0,0,2,0
ENSG00000233732,0,0,0,0,0,0
ENSG00000233733,2,1,0,0,3,0
ENSG00000233735,0,0,0,0,0,0
ENSG00000233737,0,0,0,0,0,0
ENSG00000233739,0,0,0,0,0,0
ENSG00000233740,0,0,0,0,0,0
ENSG00000233741,0,0,2,0,0,0
ENSG00000233746,0,0,0,0,0,0
ENSG00000233747,3,1,0,0,0,0
ENSG00000233750,4,0,1,0,1,0
ENSG00000233751,0,0,0,0,0,0
ENSG00000233752,0,0,0,0,0,0
ENSG00000233754,0,0,0,2,0,0
ENSG00000233755,0,0,0,0,0,0
ENSG00000233756,0,0,0,0,0,0
ENSG00000233757,31,58,49,59,92,76
ENSG00000233760,0,0,0,0,0,0
ENSG00000233762,110,102,174,59,62,58
ENSG00000233764,0,0,0,0,0,0
ENSG00000233765,0,3,5,2,8,0
ENSG00000233766,0,0,0,0,0,0
ENSG00000233767,0,0,0,0,0,0
ENSG00000233771,0,0,0,0,0,1
ENSG00000233774,0,0,0,0,0,0
ENSG00000233775,0,0,0,0,0,0
ENSG00000233778,0,0,0,0,0,0
ENSG00000233780,0,0,0,0,0,0
ENSG00000233782,0,0,0,0,0,0
ENSG00000233783,0,0,0,0,0,0
ENSG00000233785,18,11,21,8,1,8
ENSG00000233786,0,0,1,1,0,2
ENSG00000233787,0,0,0,0,0,0
ENSG00000233791,7,4,8,12,11,2
ENSG00000233792,0,0,0,0,0,0
ENSG00000233797,12,3,6,3,1,6
ENSG00000233799,2,11,4,1,0,6
ENSG00000233802,0,0,0,0,0,0
ENSG00000233803,0,0,0,0,0,0
ENSG00000233805,0,0,0,0,0,0
ENSG00000233806,9,13,18,9,12,16
ENSG00000233807,0,0,0,0,0,0
ENSG00000233810,0,0,0,0,0,0
ENSG00000233814,0,0,0,0,0,0
ENSG00000233816,0,0,0,0,0,0
ENSG00000233817,0,0,0,0,0,0
ENSG00000233818,0,0,0,0,0,0
ENSG00000233819,0,0,0,0,0,0
ENSG00000233820,0,0,0,0,0,0
ENSG00000233821,0,0,0,0,1,0
ENSG00000233822,19,37,15,21,48,47
ENSG00000233823,0,0,0,0,0,0
ENSG00000233824,0,0,0,0,0,0
ENSG00000233825,10,18,29,14,31,36
ENSG00000233827,0,0,0,0,0,0
ENSG00000233828,64,102,104,44,42,38
ENSG00000233829,0,0,0,0,0,0
ENSG00000233830,6,8,14,23,19,19
ENSG00000233832,0,0,0,0,0,0
ENSG00000233833,0,0,0,0,0,0
ENSG00000233834,20,5,7,9,7,14
ENSG00000233835,0,0,0,0,0,0
ENSG00000233836,2,0,0,0,0,9
ENSG00000233837,0,1,2,3,2,6
ENSG00000233838,0,0,0,0,0,0
ENSG00000233839,0,0,0,0,0,0
ENSG00000233840,0,0,0,0,0,0
ENSG00000233842,0,0,0,0,0,0
ENSG00000233843,0,0,0,0,0,0
ENSG00000233845,0,0,0,0,1,8
ENSG00000233846,0,2,1,7,1,3
ENSG00000233847,0,0,0,0,1,0
ENSG00000233848,0,1,0,0,0,0
ENSG00000233849,0,0,0,0,0,0
ENSG00000233850,40,75,42,23,30,25
ENSG00000233851,0,0,0,0,0,0
ENSG00000233852,0,0,0,1,9,1
ENSG00000233854,0,0,0,0,0,0
ENSG00000233858,0,0,0,0,0,0
ENSG00000233859,2,7,8,2,2,1
ENSG00000233860,0,0,0,0,0,0
ENSG00000233861,0,0,0,0,0,0
ENSG00000233862,1,0,1,0,1,0
ENSG00000233866,0,0,0,0,0,0
ENSG00000233867,0,0,0,0,0,0
ENSG00000233868,10,11,0,15,5,1
ENSG00000233869,0,0,0,0,0,0
ENSG00000233870,0,0,0,0,0,0
ENSG00000233871,0,0,0,0,0,0
ENSG00000233872,0,0,1,0,0,0
ENSG00000233873,1,1,1,3,0,0
ENSG00000233874,0,0,0,0,0,2
ENSG00000233875,0,0,0,0,0,0
ENSG00000233876,0,0,0,0,0,0
ENSG00000233877,0,0,0,0,0,0
ENSG00000233880,0,0,0,0,0,0
ENSG00000233882,0,0,0,0,0,0
ENSG00000233884,0,0,0,0,0,0
ENSG00000233885,1,9,5,34,33,36
ENSG00000233887,0,0,0,0,0,0
ENSG00000233888,0,0,0,0,0,0
ENSG00000233891,0,0,0,0,0,0
ENSG00000233892,5,3,10,13,38,15
ENSG00000233893,8,4,4,7,4,0
ENSG00000233894,0,0,0,0,0,0
ENSG00000233896,0,0,0,0,0,0
ENSG00000233900,0,0,0,0,0,0
ENSG00000233901,0,0,0,0,0,0
ENSG00000233902,0,0,0,0,0,0
ENSG00000233905,0,0,0,0,0,0
ENSG00000233906,0,0,0,0,0,0
ENSG00000233907,0,0,0,0,0,0
ENSG00000233908,0,0,0,0,0,0
ENSG00000233909,1,0,0,0,0,0
ENSG00000233910,0,0,0,0,0,0
ENSG00000233912,1,6,0,3,0,2
ENSG00000233913,76,74,91,93,59,64
ENSG00000233915,0,0,0,0,0,0
ENSG00000233916,18,14,20,19,10,9
ENSG00000233917,0,0,0,0,0,0
ENSG00000233918,0,0,0,0,0,0
ENSG00000233919,0,0,0,0,0,0
ENSG00000233920,0,0,0,0,0,0
ENSG00000233921,0,0,0,0,0,0
ENSG00000233922,7,18,2,5,2,14
ENSG00000233924,0,0,0,0,0,0
ENSG00000233926,2,0,0,1,5,0
ENSG00000233927,17748,15693,11882,6476,9574,8959
ENSG00000233928,0,0,0,0,0,0
ENSG00000233929,13,5,6,5,2,6
ENSG00000233930,0,0,0,0,6,1
ENSG00000233932,0,0,0,0,0,0
ENSG00000233933,0,0,0,0,0,0
ENSG00000233934,0,0,0,0,0,0
ENSG00000233936,0,0,0,0,0,0
ENSG00000233937,39,74,83,15,39,77
ENSG00000233939,0,0,0,0,0,0
ENSG00000233940,0,0,0,0,0,0
ENSG00000233941,0,0,0,0,0,0
ENSG00000233942,8,3,2,6,1,0
ENSG00000233943,0,0,0,0,0,0
ENSG00000233944,0,0,0,0,0,0
ENSG00000233945,0,0,0,0,0,0
ENSG00000233946,0,0,0,0,0,0
ENSG00000233947,0,0,0,0,0,0
ENSG00000233951,0,0,0,0,0,0
ENSG00000233952,0,0,0,0,0,0
ENSG00000233953,0,0,0,0,0,0
ENSG00000233954,112,80,117,49,91,52
ENSG00000233955,0,0,0,0,0,0
ENSG00000233956,0,5,1,1,2,1
ENSG00000233960,0,0,0,0,0,0
ENSG00000233962,0,0,0,0,0,0
ENSG00000233963,0,0,0,0,0,0
ENSG00000233966,75,50,64,71,48,53
ENSG00000233967,41,33,25,23,15,15
ENSG00000233968,0,0,0,2,0,0
ENSG00000233969,0,0,0,0,0,0
ENSG00000233970,0,0,0,0,0,0
ENSG00000233971,1,2,6,0,0,0
ENSG00000233973,0,0,0,0,0,0
ENSG00000233974,4,6,1,2,10,6
ENSG00000233975,16,13,20,3,14,14
ENSG00000233977,0,0,0,0,0,0
ENSG00000233978,0,0,0,0,0,0
ENSG00000233979,0,0,0,0,0,0
ENSG00000233980,0,0,0,0,1,2
ENSG00000233981,0,0,0,0,0,0
ENSG00000233983,0,0,0,0,0,0
ENSG00000233984,0,0,0,0,0,0
ENSG00000233985,0,0,0,0,0,0
ENSG00000233987,0,0,0,0,0,0
ENSG00000233990,0,0,0,0,2,0
ENSG00000233993,0,1,0,0,2,0
ENSG00000233994,0,1,0,11,5,0
ENSG00000233995,0,0,0,0,0,0
ENSG00000233996,0,0,0,0,1,0
ENSG00000233997,0,0,0,0,0,0
ENSG00000233998,1,2,0,1,3,4
ENSG00000233999,0,0,0,0,1,2
ENSG00000234001,0,0,0,0,0,0
ENSG00000234003,0,0,0,4,0,0
ENSG00000234004,11,5,10,2,9,5
ENSG00000234005,0,0,6,0,0,0
ENSG00000234006,0,0,1,0,0,7
ENSG00000234008,0,0,0,0,0,0
ENSG00000234009,40,29,42,35,18,23
ENSG00000234015,0,0,0,0,0,0
ENSG00000234016,0,0,0,0,0,0
ENSG00000234017,0,0,0,0,1,0
ENSG00000234019,0,0,0,0,1,0
ENSG00000234020,0,0,4,0,0,0
ENSG00000234021,0,0,0,0,0,1
ENSG00000234022,0,2,0,0,0,0
ENSG00000234025,0,0,0,0,3,0
ENSG00000234026,0,0,0,0,0,0
ENSG00000234028,74,89,94,66,92,77
ENSG00000234030,0,0,0,0,0,0
ENSG00000234031,0,2,7,0,3,1
ENSG00000234033,0,0,0,0,0,0
ENSG00000234034,0,0,0,0,0,0
ENSG00000234036,1,3,2,4,1,11
ENSG00000234039,0,0,0,0,0,0
ENSG00000234040,7,3,11,0,1,0
ENSG00000234041,0,0,0,0,0,0
ENSG00000234042,0,0,0,0,0,0
ENSG00000234043,6,8,9,2,7,3
ENSG00000234044,0,0,0,0,0,0
ENSG00000234048,0,0,0,0,0,0
ENSG00000234050,0,0,0,0,0,0
ENSG00000234052,0,0,0,0,0,0
ENSG00000234055,1,0,0,0,0,0
ENSG00000234056,0,0,0,0,0,0
ENSG00000234059,0,0,0,0,0,0
ENSG00000234060,0,0,0,0,0,0
ENSG00000234061,2,3,0,1,0,0
ENSG00000234062,1,0,0,0,0,0
ENSG00000234064,0,0,0,0,0,0
ENSG00000234065,0,2,0,2,4,3
ENSG00000234066,0,0,0,0,0,0
ENSG00000234067,0,0,0,0,0,0
ENSG00000234068,0,0,1,0,0,0
ENSG00000234069,0,0,0,0,0,0
ENSG00000234070,0,0,0,0,0,0
ENSG00000234071,0,0,0,0,0,0
ENSG00000234072,141,295,315,106,127,144
ENSG00000234073,0,0,0,0,0,0
ENSG00000234075,0,0,0,0,0,0
ENSG00000234076,0,0,1,0,0,0
ENSG00000234080,0,2,1,0,0,0
ENSG00000234081,0,0,0,0,0,0
ENSG00000234083,0,0,0,0,0,0
ENSG00000234084,2,6,1,16,43,11
ENSG00000234085,0,0,0,0,0,0
ENSG00000234087,0,0,0,0,0,0
ENSG00000234088,0,0,0,0,0,0
ENSG00000234089,0,0,0,0,0,0
ENSG00000234091,0,0,0,0,0,0
ENSG00000234093,6,15,12,7,9,7
ENSG00000234099,0,0,0,0,0,0
ENSG00000234102,0,0,0,0,0,0
ENSG00000234104,0,0,0,0,0,0
ENSG00000234105,0,0,0,0,0,0
ENSG00000234106,1,3,18,8,18,7
ENSG00000234107,0,0,0,0,0,0
ENSG00000234108,0,0,0,0,0,0
ENSG00000234109,0,0,0,0,0,0
ENSG00000234110,0,0,0,0,0,0
ENSG00000234111,0,0,0,0,0,0
ENSG00000234112,0,0,0,1,0,0
ENSG00000234115,0,0,0,0,0,0
ENSG00000234116,0,0,0,0,0,0
ENSG00000234117,0,0,0,0,0,0
ENSG00000234118,1,3,1,3,1,9
ENSG00000234119,0,0,0,0,0,0
ENSG00000234120,0,0,0,0,0,0
ENSG00000234121,0,0,0,0,0,0
